lineItem/LineItemDescription,lineItem/UsageStartDate,lineItem/UsageEndDate,bill/PayerAccountId,lineItem/UsageAccountId,bill/BillingEntity,lineItem/UnblendedCost,pricing/publicOnDemandCost,lineItem/CurrencyCode,lineItem/ResourceId,product/ProductName,resourceTags/user:Environment
USE1-BoxUsage:m5.large,2026-06-25T01:00:00Z,2026-06-25T02:00:00Z,123456789012,456789012345,AWS,1.645005,1.812674,USD,arn:aws:elastic-compute-cloud:us-east-1:456789012345:resource/res-00030,Amazon Elastic Compute Cloud,development
USE1-BackupUsage,2026-06-25T01:00:00Z,2026-06-25T02:00:00Z,123456789012,567890123456,AWS,5.179171,5.992906,USD,arn:aws:relational-database-service:us-east-1:567890123456:resource/res-00005,Amazon Relational Database Service,
USE1-DataTransfer-Out-Bytes,2026-06-25T01:00:00Z,2026-06-25T02:00:00Z,123456789012,456789012345,AWS,0.134134,0.169449,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00016,Amazon CloudFront,development
USE1-InstanceUsage:db.r5.large,2026-06-25T02:00:00Z,2026-06-25T03:00:00Z,123456789012,345678901234,AWS,0.112599,0.133038,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00042,Amazon Relational Database Service,production
USE1-DataTransfer-Out-Bytes,2026-06-25T03:00:00Z,2026-06-25T04:00:00Z,123456789012,567890123456,AWS,1.560576,1.978922,USD,arn:aws:cloudfront:us-east-1:567890123456:resource/res-00009,Amazon CloudFront,production
USE1-DataTransfer-Out-Bytes,2026-06-25T04:00:00Z,2026-06-25T05:00:00Z,123456789012,678901234567,AWS,0.768614,0.853712,USD,arn:aws:cloudfront:us-east-1:678901234567:resource/res-00011,Amazon CloudFront,staging
USE1-Requests-HTTPS-Proxy,2026-06-25T04:00:00Z,2026-06-25T05:00:00Z,123456789012,345678901234,AWS,0.395983,0.444167,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00016,Amazon CloudFront,
USE1-ReadCapacityUnit-Hrs,2026-06-25T04:00:00Z,2026-06-25T05:00:00Z,123456789012,567890123456,AWS,0.909491,0.959566,USD,arn:aws:dynamodb:us-east-1:567890123456:resource/res-00010,Amazon DynamoDB,production
USE1-TimedStorage-ByteHrs,2026-06-25T04:00:00Z,2026-06-25T05:00:00Z,123456789012,567890123456,AWS,6.275863,6.813342,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00040,Amazon Simple Storage Service,staging
USE1-LCUUsage,2026-06-25T04:00:00Z,2026-06-25T05:00:00Z,123456789012,456789012345,AWS,0.276754,0.353213,USD,arn:aws:elastic-load-balancing:us-east-1:456789012345:resource/res-00012,Amazon Elastic Load Balancing,qa
USE1-Lambda-GB-Second,2026-06-25T05:00:00Z,2026-06-25T06:00:00Z,123456789012,678901234567,AWS,0.146591,0.187727,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00034,AWS Lambda,production
Support Fee,2026-06-25T06:00:00Z,2026-06-25T07:00:00Z,123456789012,678901234567,AWS,81.625351,101.686055,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00036,AWS Support (Business),development
USE1-Lambda-GB-Second,2026-06-25T06:00:00Z,2026-06-25T07:00:00Z,123456789012,456789012345,AWS,0.030827,0.035464,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00041,AWS Lambda,qa
USE1-BoxUsage:t3.medium,2026-06-25T06:00:00Z,2026-06-25T07:00:00Z,123456789012,456789012345,AWS,2.980279,3.852308,USD,arn:aws:elastic-compute-cloud:us-east-1:456789012345:resource/res-00025,Amazon Elastic Compute Cloud,production
USE1-LoadBalancerUsage,2026-06-25T06:00:00Z,2026-06-25T07:00:00Z,123456789012,234567890123,AWS,0.943044,1.063014,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00033,Amazon Elastic Load Balancing,
USE1-Lambda-GB-Second,2026-06-25T07:00:00Z,2026-06-25T08:00:00Z,123456789012,234567890123,AWS,1.807393,2.164007,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00037,AWS Lambda,development
USE1-Requests-HTTPS-Proxy,2026-06-25T07:00:00Z,2026-06-25T08:00:00Z,123456789012,456789012345,AWS,0.552841,0.700088,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00046,Amazon CloudFront,staging
USE1-DataTransfer-Out-Bytes,2026-06-25T08:00:00Z,2026-06-25T09:00:00Z,123456789012,567890123456,AWS Marketplace,2.356249,2.537112,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00041,Amazon Simple Storage Service,staging
USE1-Request,2026-06-25T08:00:00Z,2026-06-25T09:00:00Z,123456789012,678901234567,AWS,0.577902,0.76407,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00018,AWS Lambda,production
USE1-LoadBalancerUsage,2026-06-25T08:00:00Z,2026-06-25T09:00:00Z,123456789012,345678901234,AWS,1.577567,1.854111,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00027,Amazon Elastic Load Balancing,staging
USE1-Requests-HTTPS-Proxy,2026-06-25T08:00:00Z,2026-06-25T09:00:00Z,123456789012,234567890123,AWS,0.842577,1.113262,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00018,Amazon CloudFront,qa
Refund - USE1-BoxUsage:t3.medium,2026-06-25T09:00:00Z,2026-06-25T10:00:00Z,123456789012,234567890123,AWS,-3.279402,-3.7543572000000003,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00008,Amazon Elastic Compute Cloud,production
Refund - USE1-InstanceUsage:db.r5.large,2026-06-25T10:00:00Z,2026-06-25T11:00:00Z,123456789012,234567890123,AWS,-6.450385,-6.0286401000000005,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00004,Amazon Relational Database Service,staging
USE1-Lambda-GB-Second,2026-06-25T10:00:00Z,2026-06-25T11:00:00Z,123456789012,345678901234,AWS,0.488882,0.654949,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00011,AWS Lambda,
USE1-DataTransfer-Out-Bytes,2026-06-25T11:00:00Z,2026-06-25T12:00:00Z,123456789012,456789012345,AWS,0.847247,0.91423,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00026,Amazon CloudFront,
USE1-ReadCapacityUnit-Hrs,2026-06-25T11:00:00Z,2026-06-25T12:00:00Z,123456789012,456789012345,AWS,1.228998,1.41358,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00003,Amazon DynamoDB,
USE1-Lambda-GB-Second,2026-06-25T12:00:00Z,2026-06-25T13:00:00Z,123456789012,456789012345,AWS,2.677179,3.108429,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00043,AWS Lambda,production
USE1-LoadBalancerUsage,2026-06-25T12:00:00Z,2026-06-25T13:00:00Z,123456789012,678901234567,AWS,1.786218,2.153504,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00022,Amazon Elastic Load Balancing,development
USE1-TimedStorage-ByteHrs,2026-06-25T12:00:00Z,2026-06-25T13:00:00Z,123456789012,345678901234,AWS,2.475553,2.615233,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00026,Amazon Simple Storage Service,production
Support Fee,2026-06-25T12:00:00Z,2026-06-25T13:00:00Z,123456789012,567890123456,AWS,109.896688,133.886191,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00041,AWS Support (Business),development
USE1-Requests-Tier2,2026-06-25T13:00:00Z,2026-06-25T14:00:00Z,123456789012,678901234567,AWS,0.211523,0.230737,USD,arn:aws:simple-storage-service:us-east-1:678901234567:resource/res-00023,Amazon Simple Storage Service,qa
Support Fee,2026-06-25T13:00:00Z,2026-06-25T14:00:00Z,123456789012,234567890123,AWS,195.600831,217.616968,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00015,AWS Support (Business),production
USE1-LCUUsage,2026-06-25T13:00:00Z,2026-06-25T14:00:00Z,123456789012,567890123456,AWS,0.103089,0.106376,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00033,Amazon Elastic Load Balancing,development
USE1-Requests-HTTPS-Proxy,2026-06-25T15:00:00Z,2026-06-25T16:00:00Z,123456789012,234567890123,AWS,1.068029,1.125869,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00003,Amazon CloudFront,development
USE1-Requests-Tier2,2026-06-25T15:00:00Z,2026-06-25T16:00:00Z,123456789012,234567890123,AWS,9.102167,11.137392,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00017,Amazon Simple Storage Service,development
Support Fee,2026-06-25T15:00:00Z,2026-06-25T16:00:00Z,123456789012,567890123456,AWS,231.329651,286.965853,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00012,AWS Support (Business),production
USE1-DataTransfer-Out-Bytes,2026-06-25T16:00:00Z,2026-06-25T17:00:00Z,123456789012,567890123456,AWS,0.359221,0.365711,USD,arn:aws:cloudfront:us-east-1:567890123456:resource/res-00022,Amazon CloudFront,
USE1-LoadBalancerUsage,2026-06-25T16:00:00Z,2026-06-25T17:00:00Z,123456789012,567890123456,AWS,0.263425,0.353275,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00031,Amazon Elastic Load Balancing,production
USE1-DataTransfer-Out-Bytes,2026-06-25T17:00:00Z,2026-06-25T18:00:00Z,123456789012,234567890123,AWS,1.094563,1.22607,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00027,Amazon CloudFront,qa
USE1-InstanceUsage:db.r5.large,2026-06-25T18:00:00Z,2026-06-25T19:00:00Z,123456789012,345678901234,AWS,3.704138,4.741433,USD,arn:aws:relational-database-service:us-east-1:345678901234:resource/res-00017,Amazon Relational Database Service,
USE1-DataTransfer-Out-Bytes,2026-06-25T18:00:00Z,2026-06-25T19:00:00Z,123456789012,567890123456,AWS,6.652242,8.495819,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00004,Amazon Simple Storage Service,
USE1-Requests-Tier1,2026-06-25T18:00:00Z,2026-06-25T19:00:00Z,123456789012,456789012345,AWS,8.07164,10.624913,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00042,Amazon Simple Storage Service,production
USE1-StorageUsage,2026-06-25T18:00:00Z,2026-06-25T19:00:00Z,123456789012,678901234567,AWS,2.399643,2.918245,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00031,Amazon Relational Database Service,staging
USE1-Request,2026-06-25T19:00:00Z,2026-06-25T20:00:00Z,123456789012,234567890123,AWS,2.507142,2.924192,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00016,AWS Lambda,production
USE1-BoxUsage:t3.medium,2026-06-25T19:00:00Z,2026-06-25T20:00:00Z,123456789012,345678901234,AWS,1.411164,1.66114,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00027,Amazon Elastic Compute Cloud,
USE1-StorageUsage,2026-06-25T20:00:00Z,2026-06-25T21:00:00Z,123456789012,234567890123,AWS,4.529382,5.982685,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00002,Amazon Relational Database Service,qa
Refund - USE1-LoadBalancerUsage,2026-06-25T20:00:00Z,2026-06-25T21:00:00Z,123456789012,456789012345,AWS,-1.309579,-1.367622,USD,arn:aws:elastic-load-balancing:us-east-1:456789012345:resource/res-00015,Amazon Elastic Load Balancing,development
USE1-DataTransfer-Out-Bytes,2026-06-25T21:00:00Z,2026-06-25T22:00:00Z,123456789012,234567890123,AWS,1.01154,1.197139,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00007,Amazon CloudFront,qa
USE1-DataTransfer-Out-Bytes,2026-06-25T21:00:00Z,2026-06-25T22:00:00Z,123456789012,345678901234,AWS,0.970153,1.013035,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00036,Amazon CloudFront,qa
USE1-BoxUsage:m5.large,2026-06-25T22:00:00Z,2026-06-25T23:00:00Z,123456789012,456789012345,AWS,1.9726,2.635215,USD,arn:aws:elastic-compute-cloud:us-east-1:456789012345:resource/res-00019,Amazon Elastic Compute Cloud,
Support Fee,2026-06-25T22:00:00Z,2026-06-25T23:00:00Z,123456789012,456789012345,AWS Marketplace,179.601284,206.217793,USD,arn:aws:support-(business):us-east-1:456789012345:resource/res-00019,AWS Support (Business),qa
USE1-DataTransfer-Out-Bytes,2026-06-25T23:00:00Z,2026-06-26T00:00:00Z,123456789012,234567890123,AWS,0.223916,0.290394,USD,arn:aws:elastic-compute-cloud:us-east-1:234567890123:resource/res-00003,Amazon Elastic Compute Cloud,development
USE1-BackupUsage,2026-06-25T23:00:00Z,2026-06-26T00:00:00Z,123456789012,234567890123,AWS,6.424302,6.765729,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00029,Amazon Relational Database Service,development
USE1-Requests-Tier2,2026-06-25T23:00:00Z,2026-06-26T00:00:00Z,123456789012,234567890123,AWS,2.818127,3.296696,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00020,Amazon Simple Storage Service,development
USE1-LoadBalancerUsage,2026-06-26T00:00:00Z,2026-06-26T01:00:00Z,123456789012,567890123456,AWS,1.060994,1.18883,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00016,Amazon Elastic Load Balancing,production
USE1-BoxUsage:c5.xlarge,2026-06-26T00:00:00Z,2026-06-26T01:00:00Z,123456789012,678901234567,AWS,3.044436,3.306899,USD,arn:aws:elastic-compute-cloud:us-east-1:678901234567:resource/res-00020,Amazon Elastic Compute Cloud,development
USE1-BoxUsage:m5.large,2026-06-26T00:00:00Z,2026-06-26T01:00:00Z,123456789012,345678901234,AWS,1.705417,2.268387,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00022,Amazon Elastic Compute Cloud,staging
Support Fee,2026-06-26T00:00:00Z,2026-06-26T01:00:00Z,123456789012,678901234567,AWS,116.915922,117.193173,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00038,AWS Support (Business),development
USE1-LoadBalancerUsage,2026-06-26T00:00:00Z,2026-06-26T01:00:00Z,123456789012,234567890123,AWS,1.101476,1.322235,USD,arn:aws:elastic-load-balancing:us-east-1:234567890123:resource/res-00030,Amazon Elastic Load Balancing,
USE1-DataTransfer-Out-Bytes,2026-06-26T00:00:00Z,2026-06-26T01:00:00Z,123456789012,456789012345,AWS Marketplace,1.855941,2.24821,USD,arn:aws:elastic-compute-cloud:us-east-1:456789012345:resource/res-00023,Amazon Elastic Compute Cloud,
USE1-ReadCapacityUnit-Hrs,2026-06-26T01:00:00Z,2026-06-26T02:00:00Z,123456789012,345678901234,AWS Marketplace,0.787193,1.013308,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00008,Amazon DynamoDB,development
USE1-DataTransfer-Out-Bytes,2026-06-26T01:00:00Z,2026-06-26T02:00:00Z,123456789012,456789012345,AWS,3.590552,4.799527,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00007,Amazon Simple Storage Service,development
USE1-BoxUsage:t3.medium,2026-06-26T01:00:00Z,2026-06-26T02:00:00Z,123456789012,345678901234,AWS,3.264887,3.903491,USD,arn:aws:elastic-compute-cloud:us-east-1:345678901234:resource/res-00002,Amazon Elastic Compute Cloud,development
USE1-Requests-HTTPS-Proxy,2026-06-26T01:00:00Z,2026-06-26T02:00:00Z,123456789012,456789012345,AWS,1.09636,1.269147,USD,arn:aws:cloudfront:us-east-1:456789012345:resource/res-00019,Amazon CloudFront,staging
USE1-Request,2026-06-26T02:00:00Z,2026-06-26T03:00:00Z,123456789012,234567890123,AWS,0.410476,0.419821,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00028,AWS Lambda,staging
USE1-LoadBalancerUsage,2026-06-26T02:00:00Z,2026-06-26T03:00:00Z,123456789012,345678901234,AWS,1.26321,1.463818,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00016,Amazon Elastic Load Balancing,production
Support Fee,2026-06-26T03:00:00Z,2026-06-26T04:00:00Z,123456789012,567890123456,AWS,104.584841,136.405314,USD,arn:aws:support-(business):us-east-1:567890123456:resource/res-00001,AWS Support (Business),qa
USE1-WriteCapacityUnit-Hrs,2026-06-26T03:00:00Z,2026-06-26T04:00:00Z,123456789012,345678901234,AWS,3.962093,4.365631,USD,arn:aws:dynamodb:us-east-1:345678901234:resource/res-00016,Amazon DynamoDB,qa
USE1-Lambda-GB-Second,2026-06-26T03:00:00Z,2026-06-26T04:00:00Z,123456789012,456789012345,AWS,0.592484,0.732153,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00021,AWS Lambda,qa
USE1-Requests-Tier2,2026-06-26T04:00:00Z,2026-06-26T05:00:00Z,123456789012,345678901234,AWS Marketplace,9.139469,10.783427,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00031,Amazon Simple Storage Service,qa
USE1-Lambda-GB-Second,2026-06-26T05:00:00Z,2026-06-26T06:00:00Z,123456789012,456789012345,AWS,3.109948,4.196021,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00011,AWS Lambda,
USE1-Lambda-GB-Second,2026-06-26T05:00:00Z,2026-06-26T06:00:00Z,123456789012,345678901234,AWS,1.388111,1.517225,USD,arn:aws:lambda:us-east-1:345678901234:resource/res-00036,AWS Lambda,qa
USE1-Request,2026-06-26T06:00:00Z,2026-06-26T07:00:00Z,123456789012,456789012345,AWS,0.271905,0.337379,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00022,AWS Lambda,staging
USE1-LCUUsage,2026-06-26T07:00:00Z,2026-06-26T08:00:00Z,123456789012,678901234567,AWS,0.540459,0.6898,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00015,Amazon Elastic Load Balancing,qa
USE1-LCUUsage,2026-06-26T07:00:00Z,2026-06-26T08:00:00Z,123456789012,678901234567,AWS,0.233931,0.275183,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00002,Amazon Elastic Load Balancing,
USE1-Requests-Tier1,2026-06-26T09:00:00Z,2026-06-26T10:00:00Z,123456789012,234567890123,AWS Marketplace,0.816462,1.062737,USD,arn:aws:simple-storage-service:us-east-1:234567890123:resource/res-00001,Amazon Simple Storage Service,
USE1-LoadBalancerUsage,2026-06-26T10:00:00Z,2026-06-26T11:00:00Z,123456789012,678901234567,AWS,0.895639,1.069644,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00011,Amazon Elastic Load Balancing,qa
USE1-BoxUsage:c5.xlarge,2026-06-26T11:00:00Z,2026-06-26T12:00:00Z,123456789012,567890123456,AWS,3.323693,3.828944,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00030,Amazon Elastic Compute Cloud,qa
USE1-TimedStorage-ByteHrs,2026-06-26T11:00:00Z,2026-06-26T12:00:00Z,123456789012,567890123456,AWS,6.433109,7.856011,USD,arn:aws:simple-storage-service:us-east-1:567890123456:resource/res-00005,Amazon Simple Storage Service,development
USE1-TimedStorage-ByteHrs,2026-06-26T11:00:00Z,2026-06-26T12:00:00Z,123456789012,456789012345,AWS,2.913962,3.244052,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00008,Amazon DynamoDB,development
USE1-Lambda-GB-Second,2026-06-26T12:00:00Z,2026-06-26T13:00:00Z,123456789012,678901234567,AWS,2.472145,3.180251,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00008,AWS Lambda,
USE1-DataTransfer-Out-Bytes,2026-06-26T12:00:00Z,2026-06-26T13:00:00Z,123456789012,567890123456,AWS,3.256902,3.450392,USD,arn:aws:elastic-compute-cloud:us-east-1:567890123456:resource/res-00040,Amazon Elastic Compute Cloud,staging
USE1-LCUUsage,2026-06-26T12:00:00Z,2026-06-26T13:00:00Z,123456789012,567890123456,AWS,0.697829,0.815299,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00042,Amazon Elastic Load Balancing,development
USE1-Requests-HTTPS-Proxy,2026-06-26T12:00:00Z,2026-06-26T13:00:00Z,123456789012,234567890123,AWS Marketplace,0.014775,0.018769,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00025,Amazon CloudFront,development
Support Fee,2026-06-26T12:00:00Z,2026-06-26T13:00:00Z,123456789012,678901234567,AWS,39.266511,42.122142,USD,arn:aws:support-(business):us-east-1:678901234567:resource/res-00021,AWS Support (Business),development
USE1-ReadCapacityUnit-Hrs,2026-06-26T12:00:00Z,2026-06-26T13:00:00Z,123456789012,567890123456,AWS,3.99477,5.294178,USD,arn:aws:dynamodb:us-east-1:567890123456:resource/res-00038,Amazon DynamoDB,staging
USE1-DataTransfer-Out-Bytes,2026-06-26T13:00:00Z,2026-06-26T14:00:00Z,123456789012,234567890123,AWS,1.074598,1.337291,USD,arn:aws:cloudfront:us-east-1:234567890123:resource/res-00015,Amazon CloudFront,development
USE1-StorageUsage,2026-06-26T14:00:00Z,2026-06-26T15:00:00Z,123456789012,234567890123,AWS Marketplace,2.239391,2.733862,USD,arn:aws:relational-database-service:us-east-1:234567890123:resource/res-00017,Amazon Relational Database Service,staging
USE1-LCUUsage,2026-06-26T14:00:00Z,2026-06-26T15:00:00Z,123456789012,678901234567,AWS,0.821142,1.038557,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00016,Amazon Elastic Load Balancing,qa
Support Fee,2026-06-26T16:00:00Z,2026-06-26T17:00:00Z,123456789012,234567890123,AWS,46.651211,60.337369,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00038,AWS Support (Business),production
USE1-Lambda-GB-Second,2026-06-26T17:00:00Z,2026-06-26T18:00:00Z,123456789012,456789012345,AWS,1.936289,2.575634,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00020,AWS Lambda,staging
USE1-TimedStorage-ByteHrs,2026-06-26T17:00:00Z,2026-06-26T18:00:00Z,123456789012,456789012345,AWS,9.345788,10.443124,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00035,Amazon Simple Storage Service,production
USE1-DataTransfer-Out-Bytes,2026-06-26T17:00:00Z,2026-06-26T18:00:00Z,123456789012,345678901234,AWS,6.471893,6.474612,USD,arn:aws:simple-storage-service:us-east-1:345678901234:resource/res-00012,Amazon Simple Storage Service,qa
USE1-LCUUsage,2026-06-26T18:00:00Z,2026-06-26T19:00:00Z,123456789012,456789012345,AWS Marketplace,0.833078,0.941191,USD,arn:aws:elastic-load-balancing:us-east-1:456789012345:resource/res-00021,Amazon Elastic Load Balancing,staging
Support Fee,2026-06-26T18:00:00Z,2026-06-26T19:00:00Z,123456789012,234567890123,AWS,94.149213,103.05044,USD,arn:aws:support-(business):us-east-1:234567890123:resource/res-00027,AWS Support (Business),qa
USE1-Request,2026-06-26T18:00:00Z,2026-06-26T19:00:00Z,123456789012,234567890123,AWS,0.829891,1.025491,USD,arn:aws:lambda:us-east-1:234567890123:resource/res-00026,AWS Lambda,qa
USE1-EBS:VolumeUsage.gp3,2026-06-26T18:00:00Z,2026-06-26T19:00:00Z,123456789012,456789012345,AWS,1.141648,1.17814,USD,arn:aws:elastic-compute-cloud:us-east-1:456789012345:resource/res-00002,Amazon Elastic Compute Cloud,
USE1-TimedStorage-ByteHrs,2026-06-26T19:00:00Z,2026-06-26T20:00:00Z,123456789012,678901234567,AWS,1.50431,1.92936,USD,arn:aws:dynamodb:us-east-1:678901234567:resource/res-00019,Amazon DynamoDB,qa
USE1-BoxUsage:m5.large,2026-06-26T19:00:00Z,2026-06-26T20:00:00Z,123456789012,456789012345,AWS,2.060509,2.551679,USD,arn:aws:elastic-compute-cloud:us-east-1:456789012345:resource/res-00020,Amazon Elastic Compute Cloud,staging
USE1-ReadCapacityUnit-Hrs,2026-06-26T19:00:00Z,2026-06-26T20:00:00Z,123456789012,234567890123,AWS,0.824445,0.948128,USD,arn:aws:dynamodb:us-east-1:234567890123:resource/res-00018,Amazon DynamoDB,qa
USE1-StorageUsage,2026-06-26T19:00:00Z,2026-06-26T20:00:00Z,123456789012,456789012345,AWS,1.47175,1.648372,USD,arn:aws:relational-database-service:us-east-1:456789012345:resource/res-00001,Amazon Relational Database Service,
USE1-Lambda-GB-Second,2026-06-26T20:00:00Z,2026-06-26T21:00:00Z,123456789012,456789012345,AWS,3.005836,4.023382,USD,arn:aws:lambda:us-east-1:456789012345:resource/res-00024,AWS Lambda,production
USE1-TimedStorage-ByteHrs,2026-06-26T20:00:00Z,2026-06-26T21:00:00Z,123456789012,456789012345,AWS,2.910949,3.12474,USD,arn:aws:dynamodb:us-east-1:456789012345:resource/res-00026,Amazon DynamoDB,staging
USE1-StorageUsage,2026-06-26T21:00:00Z,2026-06-26T22:00:00Z,123456789012,678901234567,AWS,2.906181,3.121614,USD,arn:aws:relational-database-service:us-east-1:678901234567:resource/res-00001,Amazon Relational Database Service,staging
USE1-LCUUsage,2026-06-26T21:00:00Z,2026-06-26T22:00:00Z,123456789012,345678901234,AWS,1.529613,1.64686,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00002,Amazon Elastic Load Balancing,staging
USE1-LoadBalancerUsage,2026-06-26T21:00:00Z,2026-06-26T22:00:00Z,123456789012,678901234567,AWS Marketplace,0.629206,0.758893,USD,arn:aws:elastic-load-balancing:us-east-1:678901234567:resource/res-00018,Amazon Elastic Load Balancing,development
USE1-Request,2026-06-26T21:00:00Z,2026-06-26T22:00:00Z,123456789012,678901234567,AWS,0.240087,0.252893,USD,arn:aws:lambda:us-east-1:678901234567:resource/res-00026,AWS Lambda,production
USE1-TimedStorage-ByteHrs,2026-06-26T22:00:00Z,2026-06-26T23:00:00Z,123456789012,456789012345,AWS,1.780858,1.859513,USD,arn:aws:simple-storage-service:us-east-1:456789012345:resource/res-00009,Amazon Simple Storage Service,development
USE1-LCUUsage,2026-06-26T23:00:00Z,2026-06-27T00:00:00Z,123456789012,567890123456,AWS,1.615382,1.76219,USD,arn:aws:elastic-load-balancing:us-east-1:567890123456:resource/res-00020,Amazon Elastic Load Balancing,staging
USE1-DataTransfer-Out-Bytes,2026-06-27T00:00:00Z,2026-06-27T01:00:00Z,123456789012,678901234567,AWS,0.9569,0.980479,USD,arn:aws:cloudfront:us-east-1:678901234567:resource/res-00033,Amazon CloudFront,development
Refund - USE1-LCUUsage,2026-06-27T01:00:00Z,2026-06-27T02:00:00Z,123456789012,345678901234,AWS,-0.740134,-0.7497252,USD,arn:aws:elastic-load-balancing:us-east-1:345678901234:resource/res-00010,Amazon Elastic Load Balancing,staging
USE1-Requests-HTTPS-Proxy,2026-06-27T01:00:00Z,2026-06-27T02:00:00Z,123456789012,345678901234,AWS Marketplace,1.062598,1.36089,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00027,Amazon CloudFront,development
Support Fee,2026-06-27T02:00:00Z,2026-06-27T03:00:00Z,123456789012,345678901234,AWS,29.78276,35.738671,USD,arn:aws:support-(business):us-east-1:345678901234:resource/res-00018,AWS Support (Business),production
USE1-DataTransfer-Out-Bytes,2026-06-27T02:00:00Z,2026-06-27T03:00:00Z,123456789012,567890123456,AWS,0.622806,0.837575,USD,arn:aws:cloudfront:us-east-1:567890123456:resource/res-00029,Amazon CloudFront,development
USE1-Requests-HTTPS-Proxy,2026-06-27T02:00:00Z,2026-06-27T03:00:00Z,123456789012,345678901234,AWS,0.603284,0.796798,USD,arn:aws:cloudfront:us-east-1:345678901234:resource/res-00004,Amazon CloudFront,production
USE1-InstanceUsage:db.r5.large,2026-06-27T03:00:00Z,2026-06-27T04:00:00Z,123456789012,456789012345,AWS,2.200078,2.502664,USD,arn:aws:relational-database-service:us-east-1:456789012345:resource/res-00005,Amazon Relational Database Service,
